    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(61,14): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(62,3): error C2065: st_empty: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(64,5): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(64,18): error C2065: Complex: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(66,3): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(67,3): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(67,13): error C2065: st_empty: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(68,3): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(70,5): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(70,18): error C2065: Complex: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(72,3): error C2065: st_empty: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(73,3): error C2065: st_empty: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(74,3): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(74,13): error C2065: st_empty: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(75,3): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(76,3): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(77,3): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(78,3): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(82,5): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(82,18): error C2065: Complex: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(84,3): error C2065: StackLst: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(84,12): error C2146: синтаксическая ошибка: отсутствие ";" перед идентификатором "st_copy" [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(84,12): error C2065: st_copy: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(85,3): error C2065: st_copy: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(85,13): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(86,3): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(86,3): error C2065: st_copy: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(86,3): error C2672: "doctest::detail::ResultBuilder::binary_assert": не найдена соответствующая перегруженная функция [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(87,11): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(88,5): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(88,5): error C2065: st_copy: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(88,5): error C2672: "doctest::detail::ResultBuilder::binary_assert": не найдена соответствующая перегруженная функция [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(89,5): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(90,10): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(91,7): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(91,7): error C2065: st_copy: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(91,7): error C2672: "doctest::detail::ResultBuilder::binary_assert": не найдена соответствующая перегруженная функция [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(8,1): error C2065: StackLst: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(93,5): error C2065: st_copy: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    25>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst.cpp(93,5): error C1003: число ошибок превышает 100; остановка компиляции [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst.vcxproj]
    22>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stackarr\doctest_stackarr.cpp(19,3): error C2065: st: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stackarr\doctest_stackarr.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(8,1): error C3544: "Types": пакет параметров ожидает аргумент шаблона типа [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(8,1): error C3203: "tuple": неспециализированный класс шаблон нельзя использовать в качестве аргумента шаблон для параметра шаблон "Tuple", требуется действительный тип [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(8,1): error C2027: использование неопределенного типа "`anonymous-namespace'::test_movableITERATOR<int>" [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(8,1): error C2672: "doctest::detail::instantiationHelper": не найдена соответствующая перегруженная функция [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(8,1): error C2660: doctest::detail::consume: функция не принимает 1 аргументов [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(10,1): error C2065: StackLst: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(10,1): error C3544: "Types": пакет параметров ожидает аргумент шаблона типа [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(10,1): error C3203: "tuple": неспециализированный класс шаблон нельзя использовать в качестве аргумента шаблон для параметра шаблон "Tuple", требуется действительный тип [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(10,1): error C2027: использование неопределенного типа "`anonymous-namespace'::test_movable_ctorITERATOR<int>" [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(10,1): error C2672: "doctest::detail::instantiationHelper": не найдена соответствующая перегруженная функция [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(10,1): error C2660: doctest::detail::consume: функция не принимает 1 аргументов [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(12,1): error C2065: StackLst: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(12,1): error C3544: "Types": пакет параметров ожидает аргумент шаблона типа [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(12,1): error C3203: "tuple": неспециализированный класс шаблон нельзя использовать в качестве аргумента шаблон для параметра шаблон "Tuple", требуется действительный тип [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(12,1): error C2027: использование неопределенного типа "`anonymous-namespace'::test_movable_op_eqITERATOR<int>" [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(12,1): error C2672: "doctest::detail::instantiationHelper": не найдена соответствующая перегруженная функция [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(12,1): error C2660: doctest::detail::consume: функция не принимает 1 аргументов [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(16,3): error C2065: StackLst: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(16,12): error C2146: синтаксическая ошибка: отсутствие ";" перед идентификатором "st0" [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(16,12): error C2065: st0: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(17,3): error C2065: st0: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(18,3): error C2065: StackLst: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(18,12): error C2146: синтаксическая ошибка: отсутствие ";" перед идентификатором "st" [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(18,12): error C2065: st: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(18,27): error C2065: st0: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(19,3): error C2065: st0: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(20,3): error C2065: st0: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(20,3): error C2065: st: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(21,3): error C2065: st: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(21,18): error C2065: st0: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(22,3): error C2065: st0: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(23,3): error C2065: st0: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    26>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stacklst\doctest_stacklst_moveable.cpp(23,3): error C2065: st: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stacklst\doctest_stacklst_m.vcxproj]
    22>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stackarr\doctest_stackarr.cpp(23,3): error C2065: StackArr: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stackarr\doctest_stackarr.vcxproj]
    22>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stackarr\doctest_stackarr.cpp(23,12): error C2146: синтаксическая ошибка: отсутствие ";" перед идентификатором "st_orig" [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stackarr\doctest_stackarr.vcxproj]
    22>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stackarr\doctest_stackarr.cpp(23,12): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stackarr\doctest_stackarr.vcxproj]
    22>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stackarr\doctest_stackarr.cpp(24,3): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stackarr\doctest_stackarr.vcxproj]
    22>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stackarr\doctest_stackarr.cpp(24,16): error C2065: Complex: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stackarr\doctest_stackarr.vcxproj]
    22>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stackarr\doctest_stackarr.cpp(25,3): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stackarr\doctest_stackarr.vcxproj]
    22>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stackarr\doctest_stackarr.cpp(26,3): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stackarr\doctest_stackarr.vcxproj]
    22>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stackarr\doctest_stackarr.cpp(27,3): error C2065: st_orig: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stackarr\doctest_stackarr.vcxproj]
    22>D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\prj.check\prj.check\doctest_stackarr\doctest_stackarr.cpp(28,3): error C2065: StackArr: необъявленный идентификатор [D:\projects\misis2023f-23-check\misis2024s-23-09-abramovade\build.check\prj.check\prj.check\doctest_stackarr\doctest_stackarr.vcxproj]
